,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,cusip,ticker
84904,,,,,,0.8497405031273327,0.8101596978090344,0.7760995818573951,0.8824294590568471,0.8947584235166766,0.9078916892821576,0.925110696760657,0.9274947915667626,0.9335158939250464,0.9283684863263602,0.9298059110478576,0.9434452618359008,0.9388506211935382,0.9246318602036403,0.8982051086791563,0.9155470930826631,,30049R209,EVOL
106207,,,,,,,,,,,,0.8263096118799007,0.9568658519816171,0.968437447433087,0.9770345871869702,0.29001508920024127,0.8132621164839005,0.818611886393175,0.8276584487241656,0.8394380388159568,0.8457859281276503,0.9804401423156488,37247D106,GNW
56839,,,,,,,,,,,0.6768228734840201,0.7498726205125644,0.7198097063086963,0.768393749166538,0.7747941458014946,,,,0.548584214076022,0.6178420479024938,0.5515518914273362,,00775N102,ADGO
44552,,,,,,,,,,,,,,,0.9534682742000189,0.9010560917393982,0.9246908698944317,0.9356678661713218,0.43500121481802567,0.557696045840839,0.6749723230347255,0.7773967684046295,228895108,CCEL
86830,,,,,,0.9970814092735993,0.7253879556940004,0.7717637514884812,0.8321682689111451,0.876828425325917,0.9287081256915952,0.9397377215573499,0.9337157204600463,0.9427759095359178,0.9536452422644188,,,,,,,,12525D102,CITZ
105420,,,,,,0.9970814092735993,0.7253879556940004,0.7717637514884812,0.8321682689111451,0.876828425325917,0.9287081256915952,0.9397377215573499,0.9337157204600463,0.9427759095359178,0.9536452422644188,,,,,,,,809093107,CITZ
103991,,,,,,,,,,,0.961743152253842,0.9682026075991337,0.9593832488697283,0.9741526152810488,0.9694613332110993,0.9742904629280245,0.9806012896208438,0.9843857750058355,0.9754184843654199,0.982343882378712,0.9807885930373663,0.9816236221967445,376536108,GOOD
73067,,,,,,,0.9333176265271763,0.9429105788348465,0.9666547382995467,0.9714326353633584,,,,,,,,,,,,,20343F100,SCB
35435,,,,,,,,,,,,,,,,,,,,,0.9362540934618121,,23257D103,CBAY
113290,,,,,,,,,,,,,,,,,,,,,,,70335Y104,PCAP
54786,,,,,,,,,,,0.6864885388258526,0.7539959017525305,0.8126178122389435,0.8731975414573263,0.8378188820625914,,,,,,,,84763M201,SPGZ
32717,,,,,,,,,,,,,,,,,,,,,0.9898818529486448,0.2983108889055347,03823U102,AAOI
9848,,,,,,,,,,,0.9429394481015312,0.961864111817451,0.9666398836904276,0.9764974346244729,,,,,,,,,58405U102,MHS
64606,,,,,,,,,,,,,,,,,,,,,,,46263D106,IPICQ
21903,,,,0.9860177512833598,0.9849109069599432,0.9884689396399502,0.9922009350211134,0.9552324030967265,0.9463105108362889,0.9587407259936528,0.958902541547155,0.973181352619276,0.9850545787045377,0.9893030940530643,0.9901213524894972,0.9512284845408752,0.9462807656862768,0.9568121809949052,0.9627522587115361,0.967282994190853,0.9463913349334355,0.936113058093242,032095101,APH
2849,0.9246707492058521,0.9314904757705428,0.9276757367058579,0.949306603311307,0.9580167943243184,0.9696754360066182,0.7616325527944711,0.7896760360733769,0.8254734708508341,0.8605893117191421,0.8515185175059902,0.8986561345064761,0.9094957165181243,0.9056719087184835,0.9236009214956902,0.9265776548077997,0.9226657267446864,0.9200593712270898,0.9320452345854642,0.8993841774523819,0.8661195497805695,0.888259186046897,142339100,CSL
74442,,,,,0.9554525233821479,0.9603809201176796,0.9576183782579843,0.6592323528741956,0.18404848177019156,0.6065849587421488,0.6270918422044105,0.7189706148738539,0.7896783784213233,0.8057820647057164,0.9554435107996362,0.9623251943304364,0.9688558238617204,0.9571732888559573,0.9610939948346724,0.9317973767383417,0.9542749140687127,0.9638781953039134,052800109,ALV
6811,,,,,,,,,,,,,,,,,,,,,,,501570105,KYTH
17780,,,,,,,,,,,,,0.9149500554217637,0.9002285227305616,0.9310362407685746,0.9450285891218229,0.9594368594054397,0.9536814319250565,0.9585373324032018,0.9488994548056366,0.9582380088424272,,68389X105,ORCL
14403,,,,,,,,,,,,,,,,,,,,,,0.9450513220945126,867017105,SNR
41359,,,,,,,,,,,,,,,,,,,,,,0.9450513220945126,648691103,SNR
66941,,,,,,,,,,,,,,,,,,,,,,,88025U109,TXG
49487,,,,0.895451815039127,0.9246960226747796,0.9467065328022468,0.7984820518987107,0.8006215946002062,0.7741091944429286,0.8012534349902326,,0.7142058590232916,0.7210285731158736,0.7891767613264561,0.8358515163616523,0.8101679207772756,,,,,,,60688K108,CMKG
115610,,,,,,,,,,,,,,,,,,,,,,,884481102,TWPG
40599,,,,,,,,,,,,,,,,,,,,,,,31864F106,FRF
145072,,,,,,,,,,,,,,,,,,,,,,,34954W104,FRF
17842,,,0.9532721954948281,0.8863970287279515,0.8878452025881483,0.8388982071814379,0.81968166659917,0.7674661737289427,0.7268893014003076,0.26150758655054307,0.7228346006111618,0.768701217138035,0.6357748549771564,0.6836946361065066,,,,,,,,,983857103,XRIT
92195,,,,,,,0.8511071591942379,0.8197955071968217,0.873013061880112,0.9187437625813064,0.9241330141717864,0.9440401577400148,0.8981945628828288,0.9306507342375407,0.9391915207618814,0.9505544993383281,,,,,,,37247A102,GTIV
36381,,,,,,,,,,,,,,,,,,,0.9765406593247169,0.22401586236237842,0.38313847323086375,0.5355245169349641,87265K102,TSLX
139138,,,,,,,,,,,,,,,,,0.9850683130117591,0.978226620917144,,,,,87817A107,TMH
61005,,,0.9768703957035818,0.9815738268455295,0.9879582023201114,0.9939625079269536,0.994396764620998,0.9949943713720064,0.9962638255534525,0.9958783899296225,0.9946465432722678,0.995467639038503,0.9931873275188883,0.9941476207349484,0.989366567978936,0.9932923757604264,0.9947567956304877,0.9954569607167105,0.9957155122339355,0.9962692977138907,0.9855219527224456,0.9807118356716552,756109104,O
40276,,,,,,,,,,,,,,,,,,,,,,,58503T106,MDLY
63783,,,,,,,,,,,,,,,,,,,,,,,03842Q108,AQ
118134,,,,,,,,,,,,,,,,,,,,,,,00489C103,AQ
63580,,,,,,,,,,,,,,,,,,,,,,,77543R102,ROKU
82018,,,,,0.9952292802416609,0.9930796371505135,0.9952193958270037,0.9958136995566245,0.9947946006968531,0.9960434187846581,0.9947576643530281,0.9924775304692611,0.9900453082502635,0.9916448360587455,0.9924071171548345,0.9937202838922685,0.9944576646719737,0.9962731716059876,0.9959409862382108,0.7438203740079569,0.8066377884928986,,439734104,HFBC
79239,,,,,,,,,,,,,,,,,,,,,0.7078891191277944,,90041L105,TPB
145187,,,,,,,,,,,,,,,,,,,,0.8490002128724722,0.9046356917398939,,04962H506,ATOS
39134,,0.8582964822447426,0.8679918853666548,0.8902536996511479,0.7962681936043389,0.7639110319610781,0.7666505577405582,0.8042672999666177,0.8054473922888518,0.865218855980955,,,,,,,,,,,,,454072109,IDEV
60728,,0.8582964822447426,0.8679918853666548,0.8902536996511479,0.7962681936043389,0.7639110319610781,0.7666505577405582,0.8042672999666177,0.8054473922888518,0.865218855980955,,,,,,,,,,,,,46435G326,IDEV
56100,,,,0.8103713068222269,0.8251656859037478,0.8525134514218697,0.6959928565014518,0.8620588013616917,0.8947151819217367,0.9263913837087365,0.9279505743118619,0.9341305040358957,0.9509052218608586,,,,,,,,,,51508L103,LNY
32092,,,,,,,,,,,,,,,,,,,0.8794308598204289,,,,67552A108,OCRX
128404,,,,,,,,,,,,,,,,,,,,,,,40053G106,GGA
115695,,,,,,,,,,,,,0.9327910156070537,0.9266503938677644,0.9526835086478794,0.9661309075631135,0.9636896072853587,0.9752378563041452,0.9751429563703462,,,,252366109,DXTRQ
9618,0.847384499973159,0.8609265763684124,0.8777916345112755,0.8975575867728324,0.9135781752648532,0.930784415762275,0.9463460833773135,0.936919525056901,0.9322200082445992,0.8862282414630979,0.8845953119297677,0.8622330333603149,0.8940998015547844,0.9063979581310285,0.9198192934893138,0.9291351958805407,0.9100408461317027,0.8923003943836327,0.8684372368005049,0.8733522773785418,0.8846367614309523,0.9028114764645512,574599106,MAS
9137,,,,,,,,,,,,,,,,,,,,,,,85857T101,STEN
147295,,,,,,,,,,,,,,,,,,,0.943165994812016,0.9462417742674175,,,698354107,P
47863,,,,0.8793162970884743,0.8103114089085194,,,,0.495360581975565,0.6620630948630725,0.7192303040956224,0.7635413220699977,0.7226223728517439,,,,,,,,,,584949101,MEDQ
