,cusip,tic,ticker,extraction_info,totals,extracted,errors
92365,04518A104,ASIA,ASIA,"13, 13, 0, []",13,13,0
92371,G9310A114,UTSI,UTSI,"11, 11, 0, []",11,11,0
92383,76123L303,3RPBIF,3RPBIF,"0, 0, 0, []",0,0,0
92392,921950101,RNO.,RNO,"0, 0, 0, []",0,0,0
92396,67088Q106,OCQLF,OCQLF,"0, 0, 0, []",0,0,0
92409,250660107,DTRM,DTRM,"18, 18, 0, []",18,18,0
92421,470890203,JPL.U,JPLU,"0, 0, 0, []",0,0,0
92424,35922L104,BZTIF,BZTIF,"0, 0, 0, []",0,0,0
92429,64128F109,NEVDF,NEVDF,"0, 0, 0, []",0,0,0
92441,45662N103,IFNNY,IFNNY,"0, 0, 0, []",0,0,0
92454,M81869105,RVSN,RVSN,"3, 3, 0, []",3,3,0
92459,22161J206,CSTI,CSTI,"0, 0, 0, []",0,0,0
92471,74269G204,PSDLF,PSDLF,"0, 0, 0, []",0,0,0
92480,52602V104,LNCMQ,LNCMQ,"0, 0, 0, []",0,0,0
92486,74438Q109,PSITY,PSITY,"0, 0, 0, []",0,0,0
92488,929741106,WBNK,WBNK,"6, 6, 1, ['08']",6,6,1
92496,670585108,NUR.Z,NURZ,"0, 0, 0, []",0,0,0
92497,78403A106,SCOXQ,SCOXQ,"9, 9, 0, []",9,9,0
92499,45881M308,IMCB,IMCB,"10, 10, 0, []",10,10,0
92507,91399W933,5069B,5069B,"0, 0, 0, []",0,0,0
92511,48268K101,KT,KT,"0, 0, 0, []",0,0,0
92524,229675103,CBNRQ,CBNRQ,"7, 7, 0, []",7,7,0
92532,918231101,VHGI,VHGI,"7, 7, 0, []",7,7,0
92536,38821G101,GRP.,GRP,"0, 0, 0, []",0,0,0
92537,45884X103,ITMN,ITMN,"14, 14, 0, []",14,14,0
92544,47713E108,JETMF.,JETMF,"0, 0, 0, []",0,0,0
92554,826919102,SLAB,SLAB,"20, 20, 0, []",20,20,0
92567,866796105,SLF,SLF,"0, 0, 0, []",0,0,0
92593,M0861T118,ALVRQ,ALVRQ,"0, 0, 0, []",0,0,0
92599,03969P107,RDEA,RDEA,"12, 12, 0, []",12,12,0
92604,92553H803,VIAS,VIAS,"8, 8, 0, []",8,8,0
92612,00386B109,ALSWF,ALSWF,"0, 0, 0, []",0,0,0
92625,28176E108,EW,EW,"20, 20, 0, []",20,20,0
92638,28035Q102,EPC,EPC,"20, 20, 4, ['02', '06', '01', '00']",20,20,4
92651,397887100,GWE.Z,GWEZ,"0, 0, 0, []",0,0,0
92653,019777101,ALTH,ALTH,"12, 12, 0, []",12,12,0
92658,04315D400,ARTD,ARTD,"6, 6, 0, []",6,6,0
92660,608507109,MFLO,MFLO,"8, 8, 0, []",8,8,0
92661,947684106,WBSN,WBSN,"13, 13, 0, []",13,13,0
92667,766559603,RIGL,RIGL,"20, 20, 0, []",20,20,0
92679,687196105,OROXF,OROXF,"0, 0, 0, []",0,0,0
92692,55027E102,LMNX,LMNX,"20, 20, 0, []",20,20,0
92705,71086E107,PCBI,PCBI,"8, 8, 0, []",8,8,0
92709,G39300101,GSOL,GSOL,"0, 0, 0, []",0,0,0
92719,21249J105,CNVR,CNVR,"14, 14, 0, []",14,14,0
92726,M20791105,CAMT,CAMT,"0, 0, 0, []",0,0,0
92738,00724X102,ADLR,ADLR,"11, 11, 0, []",11,11,0
92742,12709P103,CCMP,CCMP,"20, 20, 3, ['06', '05', '07']",20,20,3
92755,16938U106,CHNUF,CHNUF,"0, 0, 0, []",0,0,0
92767,863170304,SSVG,SSVG,"7, 7, 3, ['06', '08', '07']",7,7,3
92768,918458209,VYYO,VYYO,"8, 8, 0, []",8,8,0
92769,26942G100,EBMT,EBMT,"11, 11, 2, ['10', '15']",11,11,2
92791,42222N103,HSTM,HSTM,"20, 20, 0, []",20,20,0
92804,501014104,KKD,KKD,"16, 16, 0, []",16,16,0
92814,59156R108,MET,MET,"20, 20, 0, []",20,20,0
92838,903844207,ULCM,ULCM,"7, 7, 0, []",7,7,0
92842,86858W200,SPRT,SPRT,"19, 19, 0, []",19,19,0
92854,45245S108,IWSY,IWSY,"0, 0, 0, []",0,0,0
92866,11130P104,BDH,BDH,"0, 0, 0, []",0,0,0
92870,746389105,PRPL.1,PRPL,"5, 5, 1, ['18']",5,5,1
92873,528872302,LXRX,LXRX,"19, 19, 1, ['09']",19,19,1
92885,538146101,LPSN,LPSN,"20, 20, 2, ['06', '07']",20,20,2
92898,71646E100,PTR,PTR,"0, 0, 0, []",0,0,0
92910,800677106,SGMO,SGMO,"20, 20, 0, []",20,20,0
92922,30161Q104,EXEL,EXEL,"20, 20, 0, []",20,20,0
92934,784932600,SABA,SABA,"12, 12, 0, []",12,12,0
92939,M7516K103,NVMI,NVMI,"0, 0, 0, []",0,0,0
92952,67555N206,OCLR,OCLR,"15, 15, 0, []",15,15,0
92964,233162502,DDIC,DDIC,"12, 12, 1, ['06']",12,12,1
92969,07380N104,BCEKF,BCEKF,"0, 0, 0, []",0,0,0
92981,74758R208,QBAK,QBAK,"20, 20, 2, ['08', '09']",20,20,2
92993,G3159C109,CRYP,CRYP,"0, 0, 0, []",0,0,0
92998,228411104,CRWN,CRWN,"16, 16, 0, []",16,16,0
93007,G81477104,SINA,SINA,"8, 8, 0, []",8,8,0
93019,60877W103,WWW.Z,WWWZ,"0, 0, 0, []",0,0,0
93021,55903Q104,MAG,MAG,"0, 0, 0, []",0,0,0
93033,60975U207,MGRM,MGRM,"9, 9, 0, []",9,9,0
93035,784774101,STEC,STEC,"13, 13, 0, []",13,13,0
93041,493939102,KIRY,KIRY,"0, 0, 0, []",0,0,0
93049,12542R993,9919B,9919B,"0, 0, 0, []",0,0,0
93062,23306V203,DBUBD,DBUBD,"0, 0, 0, []",0,0,0
93074,74728B101,QGX.Z,QGXZ,"0, 0, 0, []",0,0,0
93075,682189105,ON,ON,"21, 21, 1, ['00']",21,21,1
93088,68573C107,ORCH,ORCH,"11, 11, 0, []",11,11,0
93092,72581M305,PXLW,PXLW,"20, 20, 0, []",20,20,0
93105,122901101,BRT.Z,BRTZ,"0, 0, 0, []",0,0,0
93108,13739Y304,CCOXF,CCOXF,"0, 0, 0, []",0,0,0
93120,68906N200,OTIX,OTIX,"10, 10, 5, ['07', '09', '06', '10', '08']",10,10,5
93123,85208R101,CEF,CEF,"0, 0, 0, []",0,0,0
93133,503548109,LACHF,LACHF,"0, 0, 0, []",0,0,0
93138,816636203,SMHYL,SMHYL,"0, 0, 0, []",0,0,0
93143,464280304,ISEDF,ISEDF,"0, 0, 0, []",0,0,0
93148,34984W108,FRMB,FRMB,"0, 0, 0, []",0,0,0
93150,85914Q207,SVSN,SVSN,"1, 1, 0, []",1,1,0
93153,35914T206,FOSI,FOSI,"0, 0, 0, []",0,0,0
93160,90207C105,TRCB,TRCB,"13, 13, 0, []",13,13,0
93184,35906A306,FTR,FTR,"26, 26, 0, []",26,26,0
93196,538031105,LIVC,LIVC,"0, 0, 0, []",0,0,0
93208,464286772,EWY,EWY,"0, 0, 0, []",0,0,0
93221,32111B104,FNSCQ,FNSCQ,"0, 0, 0, []",0,0,0
93227,583939103,MESFF,MESFF,"0, 0, 0, []",0,0,0
93229,157210105,CEVA,CEVA,"18, 18, 1, ['05']",18,18,1
93242,59514P109,TUNE,TUNE,"10, 10, 0, []",10,10,0
93245,45769N105,ISSC,ISSC,"20, 20, 0, []",20,20,0
93258,66980B100,NGBL,NGBL,"0, 0, 0, []",0,0,0
93264,152319109,CTLM,CTLM,"8, 8, 3, ['07', '08', '06']",8,8,3
93265,716493101,PTGBF,PTGBF,"0, 0, 0, []",0,0,0
93267,762544104,RBBN,RBBN,"3, 3, 0, []",3,3,0
93280,808627103,SCRX,SCRX,"8, 8, 0, []",8,8,0
93281,776243107,RNORF,RNORF,"0, 0, 0, []",0,0,0
93285,629377508,NRG,NRG,"23, 23, 0, []",23,23,0
93297,52465S107,LMI.1,LMI,"26, 26, 10, ['13', '16', '14', '12', '10', '18', '07', '17', '15', '09']",26,26,10
93300,457669307,INSM,INSM,"20, 20, 1, ['02']",20,20,1
93312,695263103,PACW,PACW,"20, 20, 0, []",20,20,0
93338,804694107,SVGYF,SVGYF,"0, 0, 0, []",0,0,0
93348,86270C204,SPOWF,SPOWF,"0, 0, 0, []",0,0,0
93360,70686R708,PCOA,PCOA,"12, 12, 0, []",12,12,0
