,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,cusip,ticker
112064,,,,,,,,,,,,,0.9439613356457587,0.9546019794551808,0.9448281673760358,0.9522893022330018,0.9579815147652718,0.9638408820477422,0.9480987701366748,0.9690206107884646,0.9810082282135975,0.9896880839180038,0.9863699873758297,0.986058230153415,783332109,RUTH
140504,,,,,,,,,,,,,,,,,,0.24316636811574566,0.7287597750632883,0.7453565709310386,,,,,75525F104,RLOC
34237,,,,,,,,,,,,,,,,,,,,,0.2895315132923146,0.7136879242925297,0.7574883306657254,,09072V402,BIOC
48425,,,,,,,,,,,,,,,,,,,,,0.2895315132923146,0.7136879242925297,0.7574883306657254,,09071B100,BIOC
52918,,,,,,,,,,,,,,,,,,,,,,,,,20084V306,CHUBK
17825,,0.8947335270295304,0.6160059318316544,0.7236997889093436,0.7362655844125187,0.793175211049905,0.8701909817911688,0.8856096076316669,,0.6285227942143337,0.7645452106897125,0.8012317918279463,0.8974697766344694,0.9576497585994549,,,,,,,,,,,671040103,OSIP
64694,,,,,,,,,,,,,,,,,,,,,,,,,68373P100,OPES
70178,,,,,0.7651122441331455,0.5890322175734597,0.7747713689669801,0.8311711369956568,0.6978233653332305,0.6916007554862017,0.8604758673585701,0.8892840020088052,0.8708365333829163,0.8856659696404474,,,,,,,,,,,872549100,TLCVF
98070,,,,,,,,,,,,,,,,0.7963827107533529,0.7377084807907602,0.6816809722393072,0.8103836403083493,0.8472839389630763,0.7178492719144568,0.7362774804840854,0.436007544917153,,35993D957,FLCR
70675,,,,0.9959324514620164,0.9975858321719716,0.9987687078393873,0.9982334045383898,0.9983840722540078,0.998224868932316,0.997525195615947,0.9968143761388083,0.9943957596883347,0.9948641884759435,0.9869133682371114,0.9834688895058178,0.906018198324836,0.9265101187709378,0.9498228592159418,0.9488457001073032,0.9666512336784399,0.9757974995663634,0.9842121625315016,,,073844102,BSF
107071,,,,,,,,,,,,0.9100575226400354,0.931326673743106,,,,,,,,,,,,727058208,LGBT
148755,,,,,,,,,,,,,,,,,,,0.9994121204632145,,,,,,857030100,SIBC
4238,,,,,,,,,,0.7978229256354918,0.8704279095897965,0.9268080418129481,0.2507741204880376,0.7212127830002076,0.7215119761422981,0.7238465593921424,,,,,,,,,225439207,CRED
93879,,,,,,,,0.9447112300546424,0.8462243420369132,,,,,,,,,,,,,,,,M25082104,CKSW
23471,,,0.8925281224935575,0.8892651408491353,0.8697713777093087,0.7427712839866286,0.814891350460908,0.8721173844157053,,,,,,,,,,,,,,,,,913287108,UTRX
50186,,,,0.37621785284892456,0.5086230062722586,0.5784275322751541,0.7255448353652877,0.851001733661206,0.8289089999814795,0.7726381997574553,0.8226630745926101,,,,,,,,,,,,,,268180403,DYNE
37119,,,,,,,,,,,,,,,,,,,,,,0.9844575160010502,0.9880848181770469,0.9837061055508481,67011P100,DNOW
45439,,,,0.9203141097500923,0.9811201576321684,0.977785407512302,0.9844729194858942,0.9895870627798792,0.993352695466867,0.9726795181790218,0.9803596829516624,0.9024798258642216,0.908908533769701,0.8499030815135874,0.8843687605917258,0.673929635973492,0.8221921681922636,0.5380104456717175,0.7256806598381477,0.8109584576314042,0.7444563470065616,0.7866629988451724,0.8441874126059986,0.9153719693216541,023139884,AMBC
91420,,,,,,,0.7712402716949446,0.9545436341979783,0.9645709576656452,0.971537150451571,0.9748799623498025,0.978784646599116,0.9755603193945097,0.9561174237007514,0.9559257022665116,0.9456006137025859,0.9708510606618184,0.9849596415151053,0.9948966150105688,0.9963951461154327,0.996668097445118,0.9847626236371632,0.9214476342228296,,31787A507,FNSR
56931,,,,,,,,,0.8173531034721925,0.8456714577841994,0.5565622164507332,0.8315750532543141,0.8434842065161465,0.8273185223912688,0.9781246332065674,0.9583295153877559,0.8386359342358988,0.8590474253015875,0.8994256027649575,0.9789733409281934,,,,,G6852T105,PRE
104490,,,,,,,,,,,0.9499112356944116,0.9548646349018831,0.9314326136014398,0.9506344544108495,,,,,,,,,,,596087106,MBRKQ
10536,,,,,,,,,,,,,,,,0.9844029233496583,0.9652118711527895,0.956680022685861,0.9572236134150143,0.9114725445358901,0.9268065895747282,0.9446841847201356,0.9686042822861979,,458685104,INTG
66782,,,,,,,,,,,,,0.9738522903668995,0.9845892292203354,0.9908206513924406,0.992106163098177,0.9826902969136508,0.9664488127767431,0.9729727847535624,0.9759552328405846,,,,,30052Y109,HERO
67085,,,,,,,,,,,,,0.9738522903668995,0.9845892292203354,0.9908206513924406,0.992106163098177,0.9826902969136508,0.9664488127767431,0.9729727847535624,0.9759552328405846,,,,,37954Y392,HERO
65704,,,,,,,,,,,,,,,,,,,,,,,,,04335A105,ARVN
35280,,,,,,,,,,,,,,,,,,,,,0.9572315285228074,0.9853248054528376,0.994340635328154,0.9916803828727555,206022105,CNCE
76340,,,,,0.9591945547836822,0.9826208801969916,0.9699793015688467,0.9791383520489205,0.9470920934612391,0.9691010744186276,0.9407311900103856,0.9419228067192082,0.9561537220515511,0.9713325220878285,,,,,,0.896870853236333,0.859168134115467,0.8460135418529333,0.8904871683341792,,855086104,STRZ
98615,,,,,,,,,,,,,,,,,,,,,,,,,92923C807,WCIC
81931,,,,,,,,,,,,,,,,0.9663124504736561,0.9698882133360112,0.9775300825722768,0.9555447218890795,0.9617011639076735,0.970244305423996,0.4119361935716827,0.6104681914605192,0.5573992842541217,414567206,HBCP
134423,,,,,,,,,,,,,,,,0.9663124504736561,0.9698882133360112,0.9775300825722768,0.9555447218890795,0.9617011639076735,0.970244305423996,0.4119361935716827,0.6104681914605192,0.5573992842541217,43689E107,HBCP
111667,,,,,,,,,,,,,0.9553533400549242,0.9724055944594195,,,,,,,,,,,26928A200,EVVV
116301,,,,,,,,,,,,,,,,,,,,,,,,,681989109,OMRI
9677,0.9229925100293198,0.8967319139801736,0.8810866588275531,0.7680540383803997,0.8036999919327705,0.8509464769203064,0.8975618884840991,0.9469719503592041,0.9721849423568208,0.9172652320976636,0.9397762318726617,0.9581986610178145,0.9627358612584297,0.9725175685549639,0.9795222847647126,0.9888938461987514,0.9884163141855349,0.9911954301728004,0.9865988742584593,0.9241216707251142,0.9453047518051024,0.9564521023010467,0.9727000404179912,0.9703105190610305,577081102,MAT
17120,,0.9541735150923931,0.9621754899158367,0.942317395382028,0.9153112048612145,0.9293235111492034,0.7935739151626507,,,,,,,0.6232530162137342,,,,,,,,,,,018773309,ALLP
72576,,,,,,,0.760712647114386,0.6586500100455458,0.7281157974461641,0.7269741783810192,0.810888301107593,0.8598683463227941,0.9701347577168603,0.9755759183483502,0.9821250698914529,0.2783956001216075,0.7495125937723742,0.7092324538190197,0.7318500537931497,0.9844222802886877,0.9699679410613689,0.9685101902759944,0.9837462128399516,0.9978042390537007,09180C106,BJRI
69788,,,,,,,,,0.9539444586820897,0.9799349554571606,0.9829793970611086,0.8587410903044382,0.8534304903368551,0.9173338887437176,0.9466779158491772,0.897136204850702,0.90403054220474,0.9381240977234709,0.8859043007923691,0.9097410226967918,0.7833291561546853,0.8566330604817237,0.9059917806093353,,532257805,LPTH
18702,,0.8199343545611676,0.8813393193373247,0.9368572698127046,0.9912184468460996,0.9780787302139883,0.9783445636302398,0.8435286452796783,0.885532918311099,0.8361197690406734,0.9066505591566747,0.9444922896998283,0.9705998614710225,0.9742045866587663,0.9502811930072778,0.9681418569208594,0.9771451095899916,0.9913902402429348,0.9904864710523028,0.3383963539051353,0.7688378308391618,0.765479641257505,0.7698002828532232,0.9645125203151282,573075108,MRTN
87315,,,,,,0.9303785981139648,0.9637359287077619,0.6580240598082268,0.7275987284648942,0.8453435330380871,0.9649165263368249,0.9656918925196605,0.9544102739360151,0.9395408521682874,0.938577105409073,0.9370810865699406,,,,,,,,,69333Y108,PFCB
27902,,,0.9831971544171528,0.9833356404361658,0.9885119091191191,0.9933043791710173,0.9847091926549081,0.9886543787787514,0.9899491586037591,0.7145941831297908,0.8337647454195961,0.9156521645288483,0.7012891696165277,0.7545630890714191,0.7703280440932229,0.8222132900302519,0.950576271893952,0.8241405337277143,0.8852708029913586,0.9398065115986854,0.9477183609210872,0.9500514459538022,0.9537510650010148,0.9807149656028468,453838609,IBCP
45289,,,0.7546716831754409,0.7795907621835468,0.8704436289894772,0.8092213975168089,0.7201839604955085,,,,,,,,,,,,,,,,,,131255101,CLWY
4149,0.8844216591968412,0.8665186471036007,0.9030923328252717,0.9558359379191885,0.996949170042026,0.9985173843053232,0.9932102477648064,0.9857220706826562,0.9917913576886693,0.4248156235034755,0.6031619550966192,0.7835329503423324,0.9351741974988258,0.9230680169967358,0.957443970243105,0.9661988537302181,0.9512948387327486,0.9447556849996044,0.95394791025973,0.9596962544817095,0.8818052296626931,0.940164247768975,0.9418955722450549,0.9203463981485592,222795502,CUZ
104812,,,,,,,,,,,0.962855105245715,0.9559031232960411,0.9309589365840077,0.9382614471816998,0.9376442591136392,0.9627453989319307,0.9627090727493887,0.9747809407652266,0.9772284932999925,,,,,,320771207,FMD
115572,,,,,,,,,,,0.962855105245715,0.9559031232960411,0.9309589365840077,0.9382614471816998,0.9376442591136392,0.9627453989319307,0.9627090727493887,0.9747809407652266,0.9772284932999925,,,,,,36117B109,FMD
146500,,,,,,,,,,,,,,,,,,,0.7063334727128682,0.8922025947191367,0.9562096553497413,0.9780742723959265,,,477177109,JTPY
38000,,,,,,,,,,,,,,,,,,,,,,0.9537908641478133,0.9786181383884265,0.9718834930701501,89785L107,TRUE
53092,,,,,,,,,,,,,,,,,,,,,,,,0.98244523488366,00938A104,AIRG
147230,,,,,,,,,,,,,,,,,,,,,,,,,74199W931,PRTHU
91313,,,,,,,0.9664005912284152,0.976937105773365,0.9679830304087685,0.9627779241440338,0.9598763798681834,0.9714676983228822,0.9818753928399239,0.9835662442140499,,,,,,,,,,,835470105,SNWL
382,0.6379677392228026,0.6475306678623299,0.6941751037750264,0.8223959903767654,0.8574533295227217,0.894434179025005,0.8713733610050207,0.8058932806570711,0.8696910530581321,0.8486698240787051,0.9121211172864157,,,,,,,,,,,,,,451713101,IKN
66079,,,,,,,,,,,,,,,,,,,,,,,,,91274U101,USWS
115427,,,,,,,,,,,,,,,0.7887437666768476,0.860690453308416,0.9006735511530283,0.944816053022314,0.9719985901489551,0.9877517653064212,0.9764935012418438,0.9735522921640527,0.984038170221906,,916896103,UEC
97534,,,,,,,,,0.901758627835453,0.8082388694175996,0.8474287067993141,0.9215166364001246,0.9570706210733374,0.9683887366630982,0.9541425330422283,,,,,,,,,,559181102,LAVA
128942,,,,,,,,,,,,,,,,,,,,0.9802225995510216,0.9897251829063015,0.9835675945126633,0.9683875085991746,0.9453753822107108,01973R101,ALSN
3458,0.9840308359744797,0.9912529710666975,0.9862329403169382,0.9916096125994045,0.9914268358332133,0.9912011455604381,0.9884504721248267,0.9889650442134591,0.9881935553935399,0.9600709377335196,0.960266495340511,0.9661412238209589,0.9423137915990664,0.9645778269263575,0.9831462468760251,0.9957801297870051,0.9971067189450954,0.9939569927489629,0.9253780989597354,0.9179956849061631,0.9314932161143542,0.8879379229724887,0.9280981777834899,0.9345811439068571,191098102,COKE
19405,,,,,,,,,,,0.5482132933910454,0.6526552797014841,0.7548809238635302,0.883346515970589,0.9360750200537957,0.9516113824530548,0.9679170553744109,0.9642633749394055,0.9612289999106219,0.9688844519673742,0.9837058584054352,0.9798448932411693,0.3361470014698254,,75886X108,RGRX
119797,,,,,,,,,,,,,,0.9607961730754445,0.9775460777072378,0.9748544042091528,0.969288336394806,0.8065958759318169,0.8699995750589661,,,0.8494592265073718,0.9254663236793733,,68827R108,OSIR
12753,0.9399411909716567,0.9698256584312063,0.973286406468629,0.9811368092336026,0.9197327370518785,0.9309446463874576,0.8934627179756633,0.9241256964355818,0.9514311860540351,0.903634716965465,0.936362590915742,0.9659757923589396,0.9908039092304093,0.9942227801830047,0.9851840916040544,0.9784173869540148,0.9779236149322266,0.9652094804584864,0.9728223690081294,0.9633430759438809,0.977616668259892,0.9322129026499569,0.9487285582256969,,747316107,KWR
133120,,,,,,,,,,,,,,0.9089016557145312,0.9012603406134981,0.9420899435896127,0.9428208597328923,0.9575589730488842,0.9450257754282617,0.2730749968274782,0.6888729044072361,0.7122689177137723,0.49202039167790373,,92826C839,V
48796,,,0.9954139842109472,0.9914165835999201,0.9911691025850367,0.9938625705051588,0.9929120241523718,0.9932688663363848,0.987277057853218,0.9883058592417328,0.9905210678036616,0.9972880902974851,0.9935070757529338,0.9809589208108557,0.9741977189861065,0.9793181359205249,0.9886426467412388,0.9689111751380813,0.9706261674733234,0.9470854713431837,,,,,03283P106,ABCW
67828,,,,,,,,,,,,,,,,,,,,,,,,,14166N209,CADV
148842,,,,,,,,,,,,,,,,,,,0.9760090583354759,0.9745612548378402,0.9772859359314624,0.9801273293291467,0.9808424330817802,0.9785346541374783,43785V102,HMST
130825,,,,,,,,,,,,,,,,,,,,,,,,,09065G107,BFRM
3738,,,,,,,,,,,,,,,,0.987218136709708,0.985723216831056,0.9887845802768723,0.9906859506617004,,,,,,126431105,CTIG
35452,,,,,,,,,0.9649682136781302,0.9872784453692729,0.9673159263473222,0.9780421661804158,0.9728507586655297,0.9717506949015376,0.9814179646956315,0.9910218238803695,0.9911541742372233,0.9622977931514084,0.8371490783866514,0.9025324245703589,0.9395264668695837,0.9678229066023984,0.9140850501314525,0.6735117329770941,752185108,RAND
3597,,0.8731876705889695,0.9206456463889637,0.9393584517828636,0.925428384604038,0.9309899136611364,0.8993942377317369,0.7902249640975617,0.8279340355569285,0.8973462094314496,0.9639126729271044,0.9481061950969654,0.9175887791926005,0.9218070445918687,0.8790173475467175,0.8486541580548631,0.9190748632171252,0.9425948713373865,0.9443053896896082,0.9747171594845497,0.9867051874466454,0.9664523308817294,0.9734157580547942,0.977191835602282,G0408V102,AON
142142,,,,,,,,,,,,,,,,,,0.9873566069886629,0.9926269302929817,0.9888076538676257,0.9890823398658944,0.9921176284660108,0.9941781894857217,,G6331P104,AOSL
4647,,0.9109395548194104,0.8038304221743218,0.8617767013347617,0.8813160198976093,0.8834618917576725,0.8799311808876661,0.9138685552626463,0.9422952926193137,0.7555290430778734,0.8264879519926763,0.854288310050558,,,,,,,,,,,,,23330X100,DRS
72266,,,,0.8879786914356446,0.8553013119064111,0.8630452681619906,0.9267047475461362,0.7659222657829582,0.8296524140027213,0.9090377064314458,0.9575079741436935,0.9732644776920338,,,,,,,,,,,,,501810105,LCCI
115139,,,,,,,,,,,0.9211617116831979,,,,,,,,,,,,,,87163L103,BRLCQ
107073,,,,,,,,,,,,0.9769394767763265,0.9946524635093826,0.988891791336625,0.978203029150602,,,,,,,,,,579793100,MSSR
71520,,,,0.9977951654491397,0.9980524037308567,0.9988937955369411,0.9982624144102056,0.9984501109402338,0.9981089437873121,0.9971301609483588,0.9946209958458914,0.9960684520211566,0.9870676054219394,0.9924315669419369,0.9922090958996859,0.991446894194231,0.9939519120279785,0.9953370658915697,0.9964548964175804,0.995746171444075,0.9884600915458531,0.9835872583682109,0.9879717809154583,0.9930005954896636,675234108,OCFC
5160,,,,,,,,,,,,,,,,,,,,,,,,,281760108,AGE
66158,,,,,,,,,,,,,,,,,,,,,,,,,00848H108,AGE
47279,,,,0.8838985244905558,0.8776169355720599,0.872083891223055,0.898609816653044,0.8696813700540732,0.9112649069921422,0.9085292772023829,0.8830581175127797,0.7718205557975034,0.7987560439002239,0.8585702107982488,0.9378459673415156,0.9592148911653401,0.9515163539672123,,,,,,,,918866104,VCI
3159,0.97848161360599,0.8864351323055746,0.9291531578254997,0.9645348840854115,0.997678779078059,0.992489597172407,0.94583196571186,0.5903086131231662,0.5627842256463708,0.5932321260515677,0.7485898900404262,0.7701747663626882,0.9968694704002363,0.9989867286948194,0.9977325092020979,0.9817324097876424,0.9826353733733165,0.9900306644811739,0.994686867148085,0.9918793800980121,0.995079184298335,0.9934515261535841,0.9960533493449718,0.9965189009736978,16359R103,CHE
58286,,,,0.9190079249086036,0.9144380167049574,0.8757035809225514,0.9079826520797694,0.9202758371210228,0.9491750793413326,0.9106311622866844,0.6440910578600456,0.7631628472559893,0.8507046860712372,0.8298368464530101,0.9038212918170209,0.9496250212120402,0.9663563824411928,0.8515694338668945,0.8912637241035419,0.9373502549829155,0.9504578089534147,0.9425504643910161,0.9567328275167187,0.9733836243309404,59522J103,MAA
102045,,,,,,,,,,0.9244346005636371,0.8835453076807229,0.9288901704957672,0.96025562403846,0.9804453130855615,0.9802434454030142,0.9912905255666309,0.9756418163776437,0.9805812883351427,0.9680234443629927,0.9664116580418183,0.9489899980833526,0.9656906268470404,0.9658365940581359,0.9741808418323817,78709Y105,SAIA
108213,,,,,,,,,,,,,,,,0.8942825243985689,0.8974412835343023,0.8258102147150265,0.8574093179996671,,,,,,02554F300,AMZGQ
97670,,,,,,,,,,,,,,,0.9460639422502343,0.9616986242392463,0.9862698217776894,0.9821362243819473,0.9691464418457859,0.9610459950739765,0.9817643771398826,0.9538499626677218,0.8982600375695267,0.9234575480501851,31447P100,FENC
93280,,,,,,,,0.9551074909564141,0.9647262436763815,0.9645040002682151,0.9606488779210376,0.9615031125390313,,,,,,,,,,,,,808627103,SCRX
109088,,,,,,,,,,,,0.9936839028566079,0.9966874457088325,0.995857304229582,0.9952335417757503,0.9925030207773015,0.9950575928461105,0.98193213768668,0.9863999878955695,0.9916528297872639,,,,,63654U100,NATL
5185,,0.9424505468615966,0.94686083347416,0.96015630881763,0.8382295045118852,0.8906870213918084,0.9074235413621993,0.7131754558807003,0.8127298233761597,0.6545854527578387,0.7817121144501663,0.863579969368649,0.9391438432685697,0.927354323780531,0.9432592040093623,0.9601646852041466,0.9795172548441453,0.9315748879491884,0.930208684118892,0.9435357998920825,,,,,285218103,ELRC
33240,,,,,,,,,,,,,,,,,,,,,0.9873383644967086,0.944475769033602,0.9174183861235297,0.9250376697593286,00771V108,AERI
129318,,,,,,,,,,,,,,,0.9749894345918948,,,,,,,,,,24802R506,DMAN
30102,,,,,,,,,,,,,,,,,,,,,0.9955285902914971,0.9886755066471,0.9857007187921633,,87336U105,DATA
63491,,,,,,,,,,,,,,,,,,,,,,,,,16842Q100,CSSE
1789,,0.9295445206056326,0.9471539637859795,0.9529205654998539,0.9457694838490073,0.9281516304117353,0.9364525809661468,0.9135481742361536,0.9442730847335854,0.855749439021266,0.8714001436418327,0.9008174814251024,0.8631944930955796,0.8898554506157413,0.8454447318656522,0.885541764434019,0.9296704587022727,,,,,,,,068798107,DFZ
102347,,,,,,,,,,,,,0.9881254284744312,0.9592530349485126,,,,,,,,,,,062128103,BOFLQ
121959,,,,,,,,0.9619782850393176,0.9786631794439744,0.9386892210000801,0.6165231765047892,0.7149963639177295,0.821406763356913,0.9428363012143489,0.9491932402666817,0.9488017617504766,0.9384709852020189,0.9375650761525884,0.8925610849056703,0.9169937809249443,0.8775717736332679,0.9225046776239642,0.9623725355021936,0.9848003683981976,45665G303,INFI
44383,,,,0.7902878353664574,0.7615150672698286,0.7812342588764895,0.7038405597478978,,,,,,0.591786495648836,0.7455822828350342,,,,,,,,,,,829205202,SMRL
65655,,,,,,,,,,,,,,,,,,,,,,,,,366505105,GTX
134238,,,,,,,,,,,,,,,,0.9527075395398729,0.971598760461054,0.949582137411585,0.9712533205821104,0.9846757293170098,0.8905236117673176,0.91463013239697,0.6761024480815583,0.7808189710255246,38526M106,LOPE
47444,,,0.9810829601041519,0.9767882312729427,0.9701986648841596,0.9607703702997417,0.9492747686809192,0.7896281657765135,0.8455300422057159,0.8555175228973871,0.8919723771562849,0.9377031744623059,0.9598151677589999,0.9577912967698263,0.9510064573072038,0.9580318801899886,,,,,,,,,532791100,LNCR
5329,0.9871491333844906,0.9887923549864416,0.9913336631289594,0.9884647628251789,0.9584757192186504,0.9679186172122485,0.9681806443414867,0.9720475414046105,0.9815393030039594,0.9843695370244854,0.9830792292673513,0.9882870929061062,0.992474815827611,0.9957384390284413,0.9962570237723095,0.9490821779722851,0.9042532979442894,0.9295708992444239,0.9689496159348762,0.9812928020599693,0.9808189337517735,0.9745328007686292,0.9823055203495649,,049560105,ATO
150281,,,,,,,,,,,,,,,,,,,0.9586107364917545,0.9154707508861879,0.9458139703259573,0.974980526755861,0.9910066953317926,,45882D109,IMI
8957,0.9912547468302985,0.987490646318195,0.9810827106594093,0.9851376168602829,0.9774764713995824,0.9812314590014553,0.9306485176175764,0.9196088941962284,0.9513389460575402,0.8620377275593577,0.8721238110246361,0.8876489660775227,0.9338369517314615,0.9576781384580482,0.9764759078264786,0.9728779013143628,0.9719858254277988,0.9268428040739426,0.9331383768400082,0.9416287277070153,0.9454227848784323,0.9387767308447654,0.959569751548095,,513847103,LANC
4089,0.8859199216353458,0.8942464985177924,0.8738084766474977,0.9126301827325695,0.7091195105036502,0.7713363256669771,0.7723914397096516,0.8437096193714094,0.8689786748055249,0.9096819434601934,0.7432351400170112,0.8694884969772535,0.9245060746340301,0.9729128476943898,0.983358992866684,0.7214286841993686,0.7649052354129194,0.2613754157607679,0.6934924743337533,0.7300407101592897,0.6518321447252821,0.9184891856383501,0.9485200717754493,0.9431743380663479,219350105,GLW
95692,0.8859199216353458,0.8942464985177924,0.8738084766474977,0.9126301827325695,0.7091195105036502,0.7713363256669771,0.7723914397096516,0.8437096193714094,0.8689786748055249,0.9096819434601934,0.7432351400170112,0.8694884969772535,0.9245060746340301,0.9729128476943898,0.983358992866684,0.7214286841993686,0.7649052354129194,0.2613754157607679,0.6934924743337533,0.7300407101592897,0.6518321447252821,0.9184891856383501,0.9485200717754493,0.9431743380663479,38075N406,GLW
147584,,,,,,,,,,,,,,,,,,,,0.815002877912414,0.9654523804937268,0.955701100100612,,,74965F203,RLJE
87601,,,,,,,,,,,,,,,,0.9963111651568712,0.6538861939551079,0.6777264950377523,0.7168254034544427,0.7661240694878991,0.9974429559882451,0.9964794060967082,0.9953545724743927,,394357107,GCBC
142024,,,,,,,,,,,,,,,,,,0.9811300600921662,0.9504676832330802,0.935474442220241,0.9503505606220161,0.941314336227741,0.9737363563258201,0.9652881070485391,57776J100,MXL
43320,,,,,,,,,,,,,,,,,,,,,,,0.9912191389678209,0.9923166840402041,637870106,NSA
59490,,0.9434571919998982,0.9669746467739273,0.9700982531738894,0.9682210185152654,0.6323973195348652,0.8425300558770953,0.8148785328785042,0.7667995849833057,0.8834281267619893,0.9073016346634084,0.4093353781520206,,,,,,,,,,,,,524908100,LEHMQ
146042,,,,,,,,,,,,,,,,0.5833797454586921,0.8218970092380063,0.9414024971575962,0.4659094769010254,0.6390383279120692,0.6944611055891773,0.8276611930032397,0.8257351797423319,,89102U103,TRCH
10478,,0.9432557940980121,0.946622958576984,0.812609358764913,0.8631724829907066,0.8961096074974922,0.934067848668005,0.957557089849375,0.9767256539271795,0.9763132606420544,0.9712253856910004,0.9632829495752505,0.963114032902308,0.9615921929799803,0.9723118126298492,0.9734562439972504,0.9715047382051639,,,,,,,,616900205,MRFD
23818,,,,,,,,,,,,,,,,0.9117748022341591,0.8840158134389803,0.9372436676680719,0.8791159352721025,0.8934537202473157,0.9280452546666798,0.9416821400438035,0.9860296676765499,,15870P307,CSBR
61408,,,,,,,,0.8000029121816828,,,,,0.6949540255387348,0.8112042756277799,,,,,,,,,,,910900208,UNRG
10724,,,,,0.981739393470281,0.9274094775071129,0.9516981646464301,0.971620865683298,0.9867146799804977,0.9429689528010684,0.9621648289093848,0.9595823940735722,0.9840701577634454,0.9889258903490838,0.9823937581342851,0.9818172834720192,0.9837463013667777,0.9690029531873261,0.9779015944419398,0.9830431993660479,0.9856888169998405,0.42428902932412926,0.767901351213612,0.5818690705155559,635906100,NHC
75213,,,,,0.9821006845924575,0.826728740423149,0.8811569565474225,0.9219880906854545,,,,,,,,,,,,,,,,,24024P106,DBMG
2280,0.9537149873559785,0.8262267036829053,0.8595377344194102,0.8951496101585151,0.9284843686441192,0.9456448323022361,0.946084041894841,0.7957228293784823,0.8541891636564305,0.9194505533285238,0.9667096956619802,0.9753812414233707,0.9772024729695495,0.8854082331719981,0.9235040511426643,0.9542590006820992,0.9822866400865395,0.9744788348931527,0.9575091414959752,0.9499294721606383,0.9470585485766914,0.9548976146472153,0.9083872849873466,0.9278394830827855,110122108,BMY
47572,,,,0.9414140481610702,0.9611006353787289,0.845508157402905,0.8867886626877922,0.917663328942696,0.9561892636335346,0.9091364332950946,0.9367845002228821,0.9647406868449143,0.982592020213705,0.9759034420887204,0.9776115833498453,0.973442984680475,0.9786074999225485,0.9850251303418932,0.9844596270668561,0.9581623518851107,0.9289153339084141,0.8924497153689409,0.8907871639201416,0.9307926062398192,44930G107,ICUI
34696,,,,0.793423241243417,0.8701389225419898,0.9096736958336731,0.9723231178693975,0.9847671383194719,0.9713362730931738,0.9608585743094493,0.8736000936990765,0.9096144747870148,0.8931395757914858,0.893450931066293,0.9434134139915002,0.9559890143845235,0.9412103265943497,0.9415305082709836,0.9635504991236945,0.9773862274227622,0.9909373728011447,0.9629638255316294,0.9480807408625417,0.9604877917658631,700658107,PRK
123789,,,,,,,,,,,,,,0.9802039841013072,0.9846730749427345,0.9817054945737155,0.9894956723120125,,,,,,,,67423R108,OMPI
66388,,,,,,,,,,,,0.9103536226636187,0.9603767337136082,0.9621579385260479,0.9726398621664739,0.9824608174824728,0.9859269695858699,0.9860041343053411,0.9876759103905175,0.9645552799409852,0.9783368236700137,0.9867360417884271,0.9897494162065114,0.9770479145475196,074304106,BGF
115103,,,,,,,,,,,,,,0.9844570629222984,0.8573015215799922,0.8704149450820199,0.9140486104035266,0.9407412818559165,0.9623038375282369,0.9095962799805211,0.9261850904853008,0.953882122698718,0.8520837462886807,0.9077576643843921,29273V100,ET
152005,,,,,,,,,,,,,,0.9844570629222984,0.8573015215799922,0.8704149450820199,0.9140486104035266,0.9407412818559165,0.9623038375282369,0.9095962799805211,0.9261850904853008,0.953882122698718,0.8520837462886807,0.9077576643843921,30064K105,ET
90494,,,,,,,0.8293210670728676,0.7584641542490642,0.8262528820980842,0.7776085424276219,0.8343760854985044,0.9013706441651087,0.9428809112104121,,,,,,,,,,,,46114T508,IWOV
146263,,,,,,,,,,,,,,,,,,0.9684807722454053,,,,,,,35353C102,FRNK
144269,,,,,,,,,,,,,,,,,,0.9826364661715119,0.981817650771004,0.9832115478034776,0.9791730012183124,0.9818322810538683,0.9851837050808188,0.9748376097142412,93148P102,WD
22178,,,0.7028522616928475,0.3763413861156275,0.6224192997334246,0.7067305061219571,0.8784749545052272,0.9006350786441161,0.9216047089847583,0.9594369731790605,0.9663052272096749,0.9158087473642501,0.675378296882442,0.7816398636085501,0.8199345662184975,,,,,,,,,,36238G102,GSIC
121906,,,,,,,,,,,,,,,,,,,,,,,,,16939Q104,CHHM
97055,,,,,,,,,0.9849954096693603,0.9734186739263643,0.9689588412878382,0.9673671995797578,0.975320872242697,0.9839933584466927,0.9882152982144062,0.986518988120013,0.9763511190927922,0.9705749084657723,0.9714888902571595,0.9805807268546333,0.9808596132756682,0.9809012831710181,0.9831718844009876,,87157D109,SYNA
145078,,,,,,,,,,,,,,,,,,,0.6982428558563419,0.8682089148708264,0.9501618987453385,0.950242120054818,0.9701911330685955,,G19867103,CAZA
53715,,,0.8834912368760349,0.8772194500021158,0.8682154209000319,0.8953606748958219,0.9312806066659078,0.9200302326327315,0.8463523618578922,0.8554600148796725,0.8756227127593214,0.9179018808568878,0.9631021460827545,0.969212153270223,0.9710815151100562,0.9781777505250417,0.9773234468099123,0.983703320558034,0.9825166649228626,0.9839775595620152,0.9810793129681348,0.9708663576123232,0.9751124017388865,,461202103,INTU
25475,,,,,,,,,,,,,,,,,,,,0.8677835573927396,0.2955508570591327,0.533133379133299,0.7789672075861094,,78472M106,SRAX
