,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,cusip,ticker
68658,,,,0.7634967474922231,0.8425303306407844,0.8938774502129688,0.933425470612836,0.8974071961066027,0.9174049979807775,0.9039847025885236,0.9262513488272104,0.9526705319640714,0.9442647088972569,0.9610093345101909,0.9405695896575388,0.9479301009571168,0.9640098630216771,0.979954616387979,0.9766522128162451,0.950409911343158,0.9551872624821137,0.9661008003707218,0.9668998558168749,0.9319542964513182,007973100,AEIS
119912,,,,,,,,,,,,,,,,,,,,,,,,,04301Q100,ARTEQ
2630,,,,,,,,,,0.7487376455418215,0.8460022936167744,0.9593880779087889,0.9372305286445582,0.9223997448963505,,,,,,,,,,,42222L107,HTRN
87011,,,,,,,,,,,,,,,,,,,,,,,,,25534V103,DVTS
48073,,,,,,,,,,0.8763970697612873,0.9429577765223581,0.9471962143461564,0.9100751025702914,0.9189112381852924,0.9461824103269988,,0.9223015897873156,,0.9286423153379624,,,,,,26779V105,DYII
89302,,,,,,,,,,,0.8888180618865075,0.8437363089909171,,,,,,,,,,,,,003709102,ABLE
46438,,,,0.9851683468143652,0.9821920395563919,0.9672414591052979,0.968497700721067,0.8966764736799476,0.9280799930174616,0.9110211474748354,0.9294718600838099,0.9449236977302912,0.9375934634422238,0.48775079457692944,0.6532532581138825,0.6316833114885473,0.6116104148282203,0.6411163139234255,0.7805477612753209,0.7819325367850262,0.7799289863054234,0.9616067974326531,0.9330111245548841,0.949798935855375,929566107,WNC
4714,,0.9696663649217826,0.9644651417311453,0.9583542795196475,0.8022704102934668,0.8588090644818077,0.8828330262388467,0.9058627460115405,0.9712525291344624,0.9699863465843115,0.8319383426536334,0.8149676694853838,0.8783305606905417,0.8664649705547741,,,,,,,,,,,254546104,DNEX
1924,0.9242906405908621,0.9191889640061106,0.9216191916456996,0.9505905656959938,0.9320014777328042,0.9481931641437135,0.9550815919786272,0.93084945080982,0.9435482979221258,0.7798958875010208,0.8359608070464387,0.9117595973723797,0.962624452265795,0.8874066602350666,0.9310502342159905,0.9467225807553209,0.9187433560433358,0.9302637138327988,0.913837360824822,0.9483690402891511,0.9009931524547549,0.9300957926875997,0.7799131409765359,,081437105,BMS
143726,,,,,,,,,,,,,,,,,0.8912401434779991,0.9976619020293301,,,,,,,711037101,PEOP
14442,,0.9681675736125146,0.7813904999467637,0.830113281476828,0.8785581409674718,0.9540931890062326,0.44379003741493533,0.7908844965486138,0.7976698066312115,0.6619684774349994,0.8491867117004795,0.9143539451369049,0.9514370774426818,0.9592874920436186,0.9551053137880755,0.9498319460658223,0.9609192747924066,0.972851304333541,0.9757820584872657,0.9645145490566649,0.9554280583507032,0.8588345113327271,0.8779051719630503,0.8930779695900318,868168105,SUP
113206,,,,,,,,,,,,,,,0.9456369689199177,0.9644155312098598,0.9824250625262896,0.9943592021717952,0.9838959746227823,,,,,,16939V202,CHLN
95996,,,,,,,,0.8426277182449134,0.8789470777296118,0.9357896584777464,0.9550382334795625,0.9575039717845267,0.9612366463726542,0.964111300416357,0.9656751775888278,0.9774729751723138,0.9587508810580991,0.94684107941986,0.9491475251141561,0.9614159114079488,0.9722378180677196,0.944917661706769,,,04269X105,ARRY
135134,,,,,,,,,,,,,,,,,,,0.9699001349288802,0.9676493918419963,0.9750699258014244,0.9831785124992233,0.9894139692552284,,76169B102,RXN
75131,,,,,0.9730869675001065,0.979139452078876,0.9552595815139201,0.9339282050936631,0.9517831411609116,0.9476088895495175,0.9466667642366463,0.9175608691197116,0.9465848223950739,,,,,,,,,,,,374393106,GVHR
127986,,,,,,,,,,0.9349848536963717,0.8048862509474585,0.5998515619849633,0.23467303549059304,0.45053733446980954,0.6835980435225818,,,,,,,,,,92554T103,VIAP
65364,,,,,,,,,,,,,,,,,,,,,,,,,210373106,CNST
56064,,,,,,,,,,,,,,,,0.9376968395523689,0.35647663193660256,0.7154277587637788,0.5414626153607384,0.48387504161367373,0.6082261108616583,0.6863195916547512,0.9252915056297105,,359678109,FLL
139927,,,,,,,,,,,,,,,,,,0.9805467371174625,0.9793939416342424,0.9877627424852028,0.9921083215268974,0.7212861057148299,0.8670276489099829,0.8792507028956568,28852N109,EFC
29761,,,,,,,,,,,,,,,,,,,,,0.7511808653312134,0.32345740475770723,0.5539929383909673,,03874P101,PETX
57694,,,,0.7565324936910799,0.8204983609339923,0.8520854837434615,0.9130950813098228,0.9470543319528737,0.9709501391600353,0.8414418649103396,0.8899571549183259,0.9357958425639655,0.977836727038683,0.9672208167885827,0.9538591480116368,0.9633093146337126,0.9639955809876368,0.9736627972992405,,,,,,,89674K103,TQNT
24734,,,,,,,,,,,,,,,,,,,,0.9769767446823133,0.9671828993382915,,,,83416T100,SCTY
107077,,,,,,,,,,,,0.9620872059180412,0.7710213641837984,0.8629557916225307,0.8809322590104719,0.9088280212158573,0.9687490447946772,0.9586708726407233,0.9365236565302881,0.9580454431927586,0.9667376400365647,0.9691271525691919,0.9713523427816938,0.9794604847227427,56400P706,MNKD
97356,,,,,,,,,,,,,,,,,,,,,,,,,14756B102,CKNN
7872,,,0.8830315325403286,0.9251211160036047,0.9490352153164254,0.9255353369491089,0.9351767755442384,0.8239305002497229,0.89434140771476,,,,0.627081250425722,0.7109256006027248,0.7520734004636772,0.8851484216059786,0.902234296423182,0.953394724979875,0.883321749219571,0.8918148168548433,0.9258905543178507,0.5562036243369763,0.8447521582620756,,87960W104,TLGT
42258,,,,,,,,,,0.8746288004323363,0.9725531700348898,0.9823515988807459,0.9639508281201388,0.9313537978335477,0.9446745581408362,,,,,,,,,,29257R208,ENCO
121405,,,,,,,,,,,,,,,,0.7972095493591377,,0.8422355763673509,0.7064047622051145,0.8224987341463854,0.7917662145106968,0.8379036100033191,0.8473255646925749,,25686H100,DLPN
66150,,,,,,,,,,,,,,,,,,,,,,,,,G04415108,ANDA
45463,,,,0.9591322820794063,0.9773543530081298,0.9916548658880654,0.9643647098304798,0.9452691753176863,0.9535410114665148,0.9526157087480748,0.9341727014568443,0.8771248527616026,0.9202077679667634,0.9482251849486478,0.9860274487893285,0.9796103708493757,0.9776994041155916,0.9673145986298638,0.9804247783409205,0.9844243679539044,0.989505311204223,0.9902833036888787,0.9917070674084769,0.9937665456840318,254423106,DIN
52786,,,,,,,,,,,,,,,,,,,,,,,,,68752L100,KIDS
15101,0.9090984477548864,0.9186248232611339,0.9429345792624156,0.9481418752968708,0.942182829886613,0.9585592521849994,0.9446172558298721,0.91492406153368,0.9168957066593669,0.8109676111645525,0.8645882780450505,0.7685630709917183,0.8132630180075568,0.8702371606139776,,,,,,,,,,,889039103,TOD
6278,,,,,,,,,0.9197625822126305,0.7444124048599838,0.7828690070569447,0.8646151436587869,0.8996510411237452,0.9392066677016212,0.9680888000472244,0.9858397075357485,0.9163268274057748,0.928957596213516,,,,,,,H27178104,FWLT
39514,,,,,,,,,,,0.9095287191171476,0.9554287045886029,0.9629317837862422,0.9574869889369367,0.9634393773244329,0.9476923594200871,0.9478183814109679,0.9161889815802269,0.9367146229625652,0.9353871619036078,0.9298430460070163,0.955787359462282,0.9690469286967619,,315721407,FCSC
65621,,,,,,,,,,,,,,,,,,,,,,,,,293614103,ETTX
104127,,,,,,,,,,,,0.9956989808421036,,,,,,,,,,,,,02407E104,ABNJ
57170,,,,,,,0.4008189705890944,0.6192773663971534,0.5673886803479093,0.5841562063679131,0.7848227715215582,0.9573199077201414,0.9404435127646501,0.3394301449714579,0.5643538731473697,0.5302271075117938,0.5442973597477623,,,,,,,,67001V109,NSTM
33104,,0.7149812107168447,0.6806923146537768,0.7495682728883001,0.12196521611648505,,0.4003100298997699,0.7003296047455075,0.2513876290620369,0.05394484513066231,0.3796880179403139,0.6481045553313646,0.7896683000151367,0.8243245006733316,0.8640496249664388,0.8813873013860594,0.9051618500827852,0.9041422150895709,0.8439168792599139,0.858254936452524,0.8984839092848036,0.9116268592530608,0.8837384352339356,,69370C100,PTC
51793,,,,,,,,,,,,,,,,,,,,,,,0.982824088204704,0.9843678905817184,28106W103,EDIT
143395,,,,,,,,,,,,,,,,,,0.9962057260433573,0.19795217355192296,0.4659453984279049,0.7324694409420501,1.0000000000000002,1.0000000000000002,1.0000000000000002,45772F107,IPHI
84904,,,,,,0.7994205643829547,0.8638569329535644,0.9253447314530633,0.8506887539073839,0.8072818290330307,0.9200257369413003,0.8979258275375684,0.9175588744656658,0.9626144577806496,0.9738024066038843,0.9496779477963981,0.9395146069018415,0.9462447389042045,0.965466431929225,0.9590144823280529,0.9365504826677711,0.9131857844206971,0.9398109087933196,,30049R209,EVOL
106207,,,,,,,,,,,,0.7193718195917652,0.9395937313579371,0.9644591138394345,0.9765369665082503,0.9815685178501857,0.9867317202651188,0.28897941875914407,0.7190705455301049,0.7321695937651032,0.746869861266349,0.9895031831162395,0.9922093273990478,0.98507428297196,37247D106,GNW
56839,,,,,,,,,,,0.8569491533185637,0.8472886536591285,0.7018961119938901,0.8063235617715782,0.7837206078733238,0.823632651242611,0.8403945263827522,,,,0.5707362586259587,0.6732673682516924,0.6030208278201482,,00775N102,ADGO
44552,,,,,,,,,,,,,,,0.9374266107024818,0.9492556701866931,0.9738322404878543,0.9037548299877688,0.939932242615695,0.9607532641054299,0.45828720505787585,0.6289946140077155,0.8139309005049497,1.0000000000000002,228895108,CCEL
86830,,,,,,0.9985191401952109,0.9982846978434873,0.9976352633611544,0.7278393748864195,0.8058742649230096,0.8952712222241667,0.9767806017583296,0.9722036505142334,0.9504123938944516,0.9457663408583925,0.9556127688302789,0.9702202732168708,,,,,,,,12525D102,CITZ
105420,,,,,,0.9985191401952109,0.9982846978434873,0.9976352633611544,0.7278393748864195,0.8058742649230096,0.8952712222241667,0.9767806017583296,0.9722036505142334,0.9504123938944516,0.9457663408583925,0.9556127688302789,0.9702202732168708,,,,,,,,809093107,CITZ
103991,,,,,,,,,,,0.9639720046176338,0.9291527765227187,0.9603992000356837,0.9789070971317578,0.9778221130253507,0.9854892333089218,0.9764399258792683,0.9857604703122954,0.9868486795420849,0.9885644220835844,0.979421508487652,0.9862232757391819,0.9864919323441259,0.989070575385066,376536108,GOOD
73067,,,,,,,0.9069783694817062,0.9415861569202869,0.9959141703965163,0.972293101195497,0.9714164091844744,0.9807193560978408,,,,,,,,,,,,,20343F100,SCB
35435,,,,,,,,,,,,,,,,,,,,,0.9476404014740508,0.9542268911887216,0.9553426086197628,,23257D103,CBAY
113290,,,,,,,,,,,,,0.9710868608906398,,,,,,,,,,,,70335Y104,PCAP
54786,,,,,,,,0.8568124080980141,0.8980136183825117,,,,0.7179342281052414,0.8181075969438307,0.8928894978323926,0.9572128568122045,0.8925973388511984,,,,,,,,84763M201,SPGZ
32717,,,,,,,,,,,,,,,,,,,,,0.9934032876265516,0.9930607036171136,0.9925907405349405,0.30199062788130443,03823U102,AAOI
9848,,,,,,,,,,,0.94212326446316,0.9505781787281405,0.9663203082066197,0.9842784883883925,0.9794549124349533,0.9821546165897442,,,,,,,,,58405U102,MHS
64606,,,,,,,,,,,,,,,,,,,,,,,,,46263D106,IPICQ
21903,,,,0.9839565829443032,0.9913919751097939,0.9938696154434017,0.9899444274417742,0.9919814337155638,0.9955336894443435,0.9573666752339568,0.9545335518579613,0.9735821770451238,0.983863302001549,0.9920692771658143,0.9907850381585837,0.9940821018915137,0.9935372525602327,0.9545002782507414,0.9568320801529141,0.9726150710859068,0.9839066277239753,0.9799435786685237,0.9564893208300385,0.9516595551109983,032095101,APH
2849,0.9309882290212195,0.9493306897572408,0.9292017474348411,0.9490019776481091,0.9459089501056184,0.9589098600935836,0.9611823803311209,0.9742449055320903,0.7676658215168329,0.8224027698703229,0.8474385920521866,0.9025329602507854,0.9177565240009494,0.9458732046099563,0.930949955462971,0.9187685632801347,0.9503284489051144,0.9562616435174615,0.9387636375773966,0.9327577659466413,0.9443827126871841,0.9155758665785863,0.8845255024102708,0.911475352239978,142339100,CSL
74442,,,,,0.9687596664976806,0.9883167861992952,0.9722633711361167,0.9642146905342043,0.9658682773792092,0.6615813618756105,0.18886330510951752,0.5965848059810743,0.6770334526872003,0.7062061782393018,0.9553035513604541,0.9729000539615763,0.9749013932925967,0.9759778533400993,0.9792376375522927,0.9666908605841228,0.9715961891916494,0.9435644185957747,0.963962063793322,0.9725588407156852,052800109,ALV
6811,,,,,,,,,,,,,,,,,,,,,,,,,501570105,KYTH
17780,,,,,,,,,,,,,0.9743775244255258,0.9395373524907628,0.9325759052461637,0.9205265018535121,0.9631583499926237,0.9783330822165325,0.9798055971407159,0.9669197813126621,0.9735152188531141,0.9563047419057646,0.9669571901620636,,68389X105,ORCL
14403,,,,,,,,,,,,,,,,,,,,,,0.9861650059704541,0.9467282264089261,0.95362963647759,867017105,SNR
